tileswide 16
tileshigh 14
tilewidth 16
tileheight 16

layer 0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,
0,0,0,0,0,0,3,4,5,6,0,0,0,0,0,0,
0,0,0,0,0,7,8,9,10,12,13,0,0,0,0,0,
0,0,0,0,0,14,15,16,17,18,19,0,0,0,0,0,
0,0,0,0,0,20,21,22,23,24,25,0,0,0,0,0,
0,0,0,0,0,26,27,28,29,30,31,0,0,0,0,0,
0,0,0,0,0,32,33,34,35,36,37,0,0,0,0,0,
0,0,0,0,0,0,38,39,40,41,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,42,43,44,45,46,47,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

